"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"27.01.2023","1,0867","1,0892","1,0901","1,0836","","-0,20%"
"26.01.2023","1,0889","1,0917","1,0930","1,0849","","-0,24%"
"25.01.2023","1,0915","1,0881","1,0925","1,0856","","0,28%"
"24.01.2023","1,0885","1,0872","1,0898","1,0834","","0,16%"
"23.01.2023","1,0868","1,0860","1,0927","1,0846","","0,12%"
"20.01.2023","1,0855","1,0833","1,0860","1,0802","","0,26%"
"19.01.2023","1,0827","1,0790","1,0841","1,0782","","0,32%"
"18.01.2023","1,0792","1,0790","1,0889","1,0766","","0,04%"
"17.01.2023","1,0788","1,0822","1,0870","1,0775","","-0,26%"
"16.01.2023","1,0816","1,0834","1,0875","1,0801","","-0,11%"
"13.01.2023","1,0828","1,0854","1,0869","1,0780","","-0,17%"
"12.01.2023","1,0846","1,0757","1,0868","1,0730","","0,85%"
"11.01.2023","1,0755","1,0736","1,0777","1,0725","","0,20%"
"10.01.2023","1,0734","1,0725","1,0760","1,0711","","0,06%"
"09.01.2023","1,0728","1,0637","1,0761","1,0636","","0,79%"
"06.01.2023","1,0644","1,0522","1,0648","1,0483","","1,18%"
"05.01.2023","1,0520","1,0604","1,0632","1,0515","","-0,75%"
"04.01.2023","1,0599","1,0552","1,0636","1,0540","","0,50%"
"03.01.2023","1,0546","1,0663","1,0684","1,0519","","-1,09%"
"02.01.2023","1,0662","1,0702","1,0708","1,0650","","-0,37%"
"30.12.2022","1,0702","1,0663","1,0714","1,0639","","0,38%"
"29.12.2022","1,0661","1,0609","1,0691","1,0609","","0,50%"
"28.12.2022","1,0608","1,0642","1,0675","1,0606","","-0,28%"
"27.12.2022","1,0638","1,0638","1,0670","1,0611","","0,03%"
"26.12.2022","1,0635","1,0611","1,0638","1,0604","","0,20%"
"23.12.2022","1,0614","1,0595","1,0633","1,0586","","0,20%"
"22.12.2022","1,0593","1,0607","1,0660","1,0573","","-0,09%"
"21.12.2022","1,0603","1,0625","1,0647","1,0589","","-0,17%"
"20.12.2022","1,0621","1,0606","1,0660","1,0579","","0,15%"
"19.12.2022","1,0605","1,0591","1,0659","1,0575","","0,22%"
"16.12.2022","1,0582","1,0626","1,0663","1,0584","","-0,41%"
"15.12.2022","1,0626","1,0683","1,0737","1,0592","","-0,52%"
"14.12.2022","1,0682","1,0633","1,0696","1,0618","","0,49%"
"13.12.2022","1,0630","1,0534","1,0674","1,0527","","0,90%"
"12.12.2022","1,0535","1,0528","1,0581","1,0506","","0,05%"
"09.12.2022","1,0530","1,0559","1,0589","1,0507","","-0,25%"
"08.12.2022","1,0556","1,0508","1,0566","1,0489","","0,49%"
"07.12.2022","1,0505","1,0469","1,0551","1,0443","","0,34%"
"06.12.2022","1,0469","1,0489","1,0533","1,0459","","-0,21%"
"05.12.2022","1,0491","1,0517","1,0596","1,0480","","-0,45%"
"02.12.2022","1,0538","1,0524","1,0546","1,0428","","0,15%"
"01.12.2022","1,0522","1,0407","1,0534","1,0393","","1,12%"
"30.11.2022","1,0405","1,0329","1,0430","1,0289","","0,76%"
"29.11.2022","1,0327","1,0340","1,0395","1,0319","","-0,10%"
"28.11.2022","1,0337","1,0382","1,0497","1,0330","","-0,56%"
"25.11.2022","1,0395","1,0409","1,0430","1,0354","","-0,12%"
"24.11.2022","1,0408","1,0398","1,0450","1,0381","","0,13%"
"23.11.2022","1,0395","1,0304","1,0405","1,0296","","0,90%"
"22.11.2022","1,0302","1,0243","1,0309","1,0239","","0,60%"
"21.11.2022","1,0241","1,0318","1,0334","1,0223","","-0,80%"
"18.11.2022","1,0324","1,0362","1,0396","1,0313","","-0,35%"
"17.11.2022","1,0360","1,0395","1,0408","1,0304","","-0,31%"
"16.11.2022","1,0392","1,0349","1,0439","1,0330","","0,43%"
"15.11.2022","1,0348","1,0325","1,0481","1,0280","","0,22%"
"14.11.2022","1,0325","1,0366","1,0368","1,0271","","-0,26%"
"11.11.2022","1,0352","1,0209","1,0365","1,0163","","1,41%"
"10.11.2022","1,0208","1,0008","1,0223","0,9935","","1,97%"
"09.11.2022","1,0011","1,0074","1,0089","0,9992","","-0,61%"
"08.11.2022","1,0072","1,0022","1,0097","0,9972","","0,53%"
"07.11.2022","1,0019","0,9911","1,0035","0,9899","","0,59%"
"04.11.2022","0,9960","0,9750","0,9967","0,9742","","2,14%"
"03.11.2022","0,9751","0,9819","0,9840","0,9729","","-0,67%"
"02.11.2022","0,9817","0,9875","0,9977","0,9812","","-0,58%"
"01.11.2022","0,9874","0,9882","0,9955","0,9852","","-0,09%"
"31.10.2022","0,9883","0,9947","0,9966","0,9872","","-0,80%"
"28.10.2022","0,9963","0,9965","0,9998","0,9926","","0,01%"
"27.10.2022","0,9962","1,0079","1,0094","0,9957","","-1,14%"
"26.10.2022","1,0077","0,9966","1,0089","0,9943","","1,13%"
"25.10.2022","0,9964","0,9874","0,9977","0,9848","","0,91%"
"24.10.2022","0,9874","0,9867","0,9900","0,9807","","0,14%"
"21.10.2022","0,9860","0,9786","0,9869","0,9704","","0,79%"
"20.10.2022","0,9783","0,9773","0,9846","0,9754","","0,12%"
"19.10.2022","0,9771","0,9858","0,9873","0,9757","","-0,82%"
"18.10.2022","0,9852","0,9838","0,9876","0,9812","","0,14%"
"17.10.2022","0,9838","0,9726","0,9853","0,9719","","1,22%"
"14.10.2022","0,9719","0,9778","0,9809","0,9707","","-0,55%"
"13.10.2022","0,9773","0,9702","0,9807","0,9632","","0,71%"
"12.10.2022","0,9704","0,9708","0,9735","0,9668","","0,01%"
"11.10.2022","0,9703","0,9700","0,9776","0,9672","","0,03%"
"10.10.2022","0,9700","0,9736","0,9754","0,9682","","-0,42%"
"07.10.2022","0,9741","0,9790","0,9818","0,9725","","-0,48%"
